Title,Price (£),Rating (1-5),In Stock,URL,Cat_Academic,Cat_Add a comment,Cat_Adult Fiction,Cat_Art,Cat_Autobiography,Cat_Biography,Cat_Business,Cat_Childrens,Cat_Christian,Cat_Christian Fiction,Cat_Classics,Cat_Contemporary,Cat_Crime,Cat_Cultural,Cat_Default,Cat_Erotica,Cat_Fantasy,Cat_Fiction,Cat_Food and Drink,Cat_Health,Cat_Historical,Cat_Historical Fiction,Cat_History,Cat_Horror,Cat_Humor,Cat_Music,Cat_Mystery,Cat_New Adult,Cat_Nonfiction,Cat_Novels,Cat_Paranormal,Cat_Parenting,Cat_Philosophy,Cat_Poetry,Cat_Politics,Cat_Psychology,Cat_Religion,Cat_Romance,Cat_Science,Cat_Science Fiction,Cat_Self Help,Cat_Sequential Art,Cat_Short Stories,Cat_Spirituality,Cat_Sports and Games,Cat_Suspense,Cat_Thriller,Cat_Travel,Cat_Womens Fiction,Cat_Young Adult
Good in Bed (Cannie Shapiro #1),0.15031717733846084,1.4481443550570243,True,http://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruits Basket, Vol. 7 (Fruits Basket #7)",-1.1188745917118,-1.3407711096652182,True,http://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
For the Love: Fighting for Grace in a World of Impossible Standards,0.7369916335127238,0.05368662269590314,True,http://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding God in the Ruins: How God Redeems Pain,0.8466300529215276,-0.6435422434846575,True,http://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Every Heart a Doorway (Every Heart A Doorway #1),-1.656901537287454,1.4481443550570243,True,http://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delivering the Truth (Quaker Midwife Mystery #1),-1.023031735010064,0.7509154888764638,True,http://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Counted With the Stars (Out from Egypt #1),-1.2350477513502678,1.4481443550570243,True,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chronicles, Vol. 1",1.2793750725748203,-0.6435422434846575,True,http://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,-0.6687035981127372,-1.3407711096652182,True,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Franklin: An American Life,0.9591728013212931,0.05368662269590314,True,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",-0.36665338305272077,1.4481443550570243,True,http://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Summer In Europe,0.6796311359412304,-0.6435422434846575,True,http://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Short History of Nearly Everything,1.2648534276200116,1.4481443550570243,True,http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Gathering of Shadows (Shades of Magic #2),0.7137570015850302,0.7509154888764638,True,http://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sound Of Love,1.6598421703908026,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rise and Fall of the Third Reich: A History of Nazi Germany,0.3405507262464522,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perks of Being a Wallflower,1.455086976528003,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mysterious Affair at Styles (Hercule Poirot #1),-0.7391335761435581,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,1.7767414122770109,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Makings of a Fatherless Child,-0.24684981217555094,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Joy of Cooking,0.601940335433005,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invention of Wings,0.1713735625229336,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit (Middle-Earth Universe),-1.2473911495618548,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Railway Bazaar,-0.32236236594055495,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Golden Compass (His Dark Materials #1),-1.176961171531034,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The God Delusion,0.8618777801240766,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-god-delusion_444/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl You Left Behind (The Girl You Left Behind #1),-1.3933336813576802,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fellowship of the Ring (The Lord of the Rings #1),-1.7941310821103942,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),-1.4201987245240757,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Barefoot Contessa Cookbook,0.05883081412316758,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell the Wolves I'm Home,1.1602975839453908,-0.6435422434846575,True,http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,0.05883081412316758,0.05368662269590314,True,http://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride and Prejudice,-1.1406570591440126,0.7509154888764638,True,http://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musicophilia: Tales of Music and the Brain,0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mere Christianity,0.9824074332489867,0.05368662269590314,True,http://books.toscrape.com/catalogue/mere-christianity_435/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me Before You (Me Before You #1),0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Woods (Dublin Murder Squad #1),0.2468861162879376,-0.6435422434846575,True,http://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Cold Blood,1.089141523666829,0.7509154888764638,True,http://books.toscrape.com/catalogue/in-cold-blood_432/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Stop Worrying and Start Living,0.8357388192054214,1.4481443550570243,True,http://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Give It Back,-1.2096348726793529,-0.6435422434846575,True,http://books.toscrape.com/catalogue/give-it-back_430/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Girl, Interrupted",0.5198930414383368,0.05368662269590314,True,http://books.toscrape.com/catalogue/girl-interrupted_429/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun Home: A Family Tragicomic,1.5690818894232497,0.7509154888764638,True,http://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",-1.017949159275881,0.7509154888764638,True,http://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deception Point,0.3877460723495797,0.7509154888764638,True,http://books.toscrape.com/catalogue/deception-point_426/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",0.10239574898759311,0.05368662269590314,True,http://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Catherine the Great: Portrait of a Woman,1.7113940099803722,0.7509154888764638,True,http://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Homes and Gardens New Cook Book,0.33619423276000954,0.05368662269590314,True,http://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Unquiet Mind: A Memoir of Moods and Madness,-0.9932623628527065,0.05368662269590314,True,http://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Year in Provence (Provence #1),1.5901382746077217,0.7509154888764638,True,http://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
World Without End (The Pillars of the Earth #2),-0.145924379739632,0.7509154888764638,True,http://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",0.8952775635201361,0.7509154888764638,True,http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,0.9940247492128338,-0.6435422434846575,True,http://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where She Went (If I Stay #2),0.4901236692809792,0.7509154888764638,True,http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,1.357791955330786,0.7509154888764638,True,http://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Summers,-1.476833139847829,-1.3407711096652182,True,http://books.toscrape.com/catalogue/two-summers_415/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
This Is Your Brain on Music: The Science of a Human Obsession,0.24833828078341819,-1.3407711096652182,True,http://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Garden,-1.4448855209472504,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-secret-garden_413/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raven King (The Raven Cycle #4),-0.3201841191973336,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raven Boys (The Raven Cycle #1),1.6525813479133982,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,-1.737496666786641,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Metamorphosis,-0.4646744864976781,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0.5758013745143492,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Little Paris Bookshop,-0.7442161518777411,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hiding Place,1.5197082965769002,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-hiding-place_406/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grand Design,-1.5407283776489864,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-grand-design_405/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Firm,0.768213170165562,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-firm_404/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fault in Our Stars,0.888742823290472,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The False Prince (The Ascendance Trilogy #1),1.5262430368065643,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Expatriates,0.6970571098870001,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-expatriates_401/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dream Thieves (The Raven Cycle #2),0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkest Corners,-1.7171663638499093,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crossover,0.27520332394981417,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-crossover_398/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 5th Wave (The 5th Wave #1),-1.6808622514628881,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell the Wind and Fire,0.7645827589268596,0.05368662269590314,True,http://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell Me Three Things,0.495932327262903,-1.3407711096652182,True,http://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
